UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
062991,0010,1,2/25/2013,614,1,3,19,8,0,0,30.38
063771,0010,0,3/7/2011,1335,1,3,30,40,9,12,120.82
063798,0010,0,9/14/2010,1509,1,2,22,20,0,0,8.93
064002,0010,0,11/29/2011,1068,1,2,34,22,0,0,35.37
064007,0010,0,2/9/2009,2091,1,1,22,89,0,53,75.25
064227,0010,0,4/12/2012,933,1,1,18,10,2,5,37.06
064483,0010,0,2/19/2012,986,1,1,38,21,0,15,15.12
064589,0010,0,2/5/2013,634,1,1,16,18,1,0,0.00
064846,0010,1,8/12/2011,1177,1,2,31,90,0,0,71.23
065251,0010,0,11/30/2010,1432,1,4,30,37,5,17,9.61
065493,0010,1,2/14/2013,625,1,2,22,16,0,0,13.78
065583,0010,0,2/18/2013,621,1,1,23,16,1,0,32.78
065598,0010,0,4/18/2013,562,1,2,39,7,0,0,9.99
065797,0010,1,10/4/2012,758,1,3,27,88,0,15,99.43
065916,0010,0,4/2/2011,1309,1,3,18,34,3,0,16.28
066331,0010,0,7/12/2011,1208,1,1,42,64,2,0,37.62
066586,0010,0,1/11/2011,1390,1,1,22,65,1,28,25.12
066698,0010,0,3/7/2013,604,1,3,22,18,1,0,91.26
066759,0010,0,4/30/2010,1646,1,3,41,47,2,8,114.17
067067,0010,0,4/23/2013,557,1,2,31,19,0,0,0.00
067430,0010,0,3/25/2011,1317,1,1,18,31,3,28,7.29
067484,0010,0,2/17/2012,988,1,4,41,13,0,0,27.73
067704,0010,0,11/19/2011,1078,1,1,20,14,0,5,47.51
067860,0010,0,5/24/2010,1622,1,2,21,15,0,15,32.97
068006,0010,0,10/29/2011,1099,1,1,21,18,1,0,14.77
068360,0010,0,2/18/2011,1352,1,2,23,13,3,0,137.02
068377,0010,0,1/5/2011,1396,1,3,26,54,0,21,133.20
068446,0010,0,2/29/2012,976,1,1,44,172,0,18,68.22
068479,0010,0,2/7/2011,1363,1,1,24,19,0,8,55.77
068716,0010,0,3/18/2011,1324,1,4,36,0,31,20,57.98
068751,0010,0,9/18/2009,1870,1,1,22,165,5,58,119.51
068830,0010,0,2/7/2011,1363,1,1,22,22,1,8,33.21
068991,0010,0,5/28/2010,1618,1,2,23,16,2,28,30.84
069121,0010,0,2/19/2011,1351,1,1,58,82,2,33,45.51
069133,0010,0,4/2/2010,1674,1,2,45,65,4,130,387.23
069216,0010,0,4/14/2013,566,1,1,24,22,0,8,50.38
069239,0010,0,3/11/2011,1331,1,2,63,31,0,0,89.98
069722,0010,0,4/10/2012,935,1,2,24,6,0,0,0.00
069971,0010,0,11/8/2011,1089,1,1,21,39,0,2,135.71
070090,0010,0,9/1/2012,791,1,3,48,78,0,72,275.85
070300,0010,1,10/15/2010,1478,1,3,42,30,0,0,75.11
070496,0010,0,11/15/2010,1447,1,2,48,80,0,40,247.32
070678,0010,0,1/28/2011,1373,1,1,24,15,1,5,40.80
070956,0010,0,2/25/2012,980,1,1,51,30,1,72,261.65
070979,0010,0,3/2/2011,1340,1,1,18,31,0,5,26.57
071180,0010,0,1/20/2012,1016,1,2,21,24,1,1,2.69
071338,0010,0,9/4/2012,788,1,2,19,23,0,1,10.19
071546,0010,0,2/13/2011,1357,1,2,53,28,0,8,244.35
071645,0010,0,3/29/2011,1313,1,1,40,69,10,130,269.83
071826,0010,0,12/4/2012,697,1,1,25,37,0,35,43.66
071828,0010,0,9/21/2010,1502,1,2,30,23,0,0,84.53
071979,0010,0,9/8/2010,1515,1,1,23,42,11,60,40.31
072474,0010,0,2/8/2011,1362,1,4,31,2,9,45,19.99
072527,0010,0,9/9/2010,1514,1,2,21,143,23,175,480.37
072612,0010,0,8/30/2011,1159,1,2,25,98,3,10,95.96
072749,0010,0,2/16/2013,623,1,2,22,20,0,0,48.78
072907,0010,0,4/5/2010,1671,1,1,40,32,0,12,10.03
073023,0010,1,4/2/2011,1309,1,2,20,74,4,20,115.40
073233,0010,0,4/19/2011,1292,1,1,39,15,0,15,12.48
073475,0010,0,1/9/2013,661,1,1,22,17,0,0,37.57
073628,0010,0,6/8/2010,1607,1,3,47,34,1,0,109.34
073801,0010,0,3/7/2011,1335,1,2,26,27,2,0,28.56
073921,0010,0,6/16/2010,1599,1,1,21,9,3,0,34.39
073954,0010,1,2/4/2013,635,1,2,52,34,0,12,1.55
074123,0010,1,4/9/2010,1667,1,2,56,265,0,19,17.13
074287,0010,0,6/23/2012,861,1,1,27,10,0,6,3.93
074464,0010,0,2/4/2012,1001,1,1,22,28,3,16,86.01
074596,0010,0,8/15/2010,1539,1,1,21,36,6,31,85.46
074636,0010,0,9/15/2011,1143,1,1,29,6,0,0,3.46
074717,0010,0,4/30/2011,1281,1,2,23,22,4,10,160.78
074978,0010,1,6/17/2011,1233,1,2,62,96,0,0,37.00
075009,0010,1,5/23/2009,1988,1,1,23,92,9,160,105.17
075303,0010,1,2/9/2011,1361,1,1,21,11,1,5,69.23
075405,0010,0,3/3/2011,1339,1,2,21,15,2,0,39.85
075488,0010,0,11/1/2011,1096,1,4,21,41,5,0,62.87
075712,0010,0,3/15/2009,2057,1,1,26,8,0,0,29.58
075745,0010,0,4/20/2010,1656,1,2,60,75,3,25,228.93
075973,0010,0,3/30/2011,1312,1,4,22,14,2,8,193.20
076089,0010,0,1/20/2011,1381,1,1,30,3,1,10,51.96
076501,0010,0,1/18/2013,652,1,2,19,16,1,0,41.37
076551,0010,0,1/29/2011,1372,1,1,19,19,0,40,57.05
076705,0010,0,2/14/2013,625,1,2,22,14,0,0,31.99
076852,0010,0,9/12/2012,780,1,2,19,21,0,0,2.24
077194,0010,1,5/15/2011,1266,1,1,28,16,0,0,0.88
077202,0010,1,2/18/2013,621,1,1,21,5,0,2,2.80
077502,0010,0,1/21/2012,1015,1,1,22,63,1,33,83.64
077986,0010,0,1/31/2012,1005,1,1,29,49,0,5,40.54
077999,0010,0,9/18/2011,1140,1,1,20,9,0,0,13.46
078051,0010,0,3/2/2012,974,1,2,22,28,4,10,108.74
078059,0010,0,4/24/2010,1652,1,1,33,5,1,15,23.45
078141,0010,0,6/1/2010,1614,1,2,43,278,4,326,382.08
078255,0010,0,11/17/2011,1080,1,1,23,47,0,0,143.41
078689,0010,0,3/14/2011,1328,1,1,37,32,1,55,101.44
078866,0010,0,5/5/2010,1641,1,2,26,112,4,48,347.68
079002,0010,0,4/18/2013,562,1,1,46,9,0,0,36.37
079041,0010,1,2/9/2013,630,1,1,51,39,2,45,24.87
079100,0010,0,4/30/2012,915,1,1,22,30,0,5,61.21
079174,0010,1,8/18/2012,805,1,1,26,21,0,8,13.13
079220,0010,0,5/30/2009,1981,1,1,24,9,11,68,112.20
079267,0010,0,1/26/2012,1010,1,2,20,26,6,25,299.42
079346,0010,0,7/2/2011,1218,1,4,43,9,3,10,86.86
079796,0010,0,2/26/2012,979,1,1,20,4,1,0,0.44
079843,0010,0,12/16/2010,1416,1,1,33,66,7,175,153.74
079972,0010,0,3/25/2012,951,1,3,24,4,1,15,100.71
079984,0010,0,5/20/2010,1626,1,2,26,15,0,0,0.38
080090,0010,0,9/23/2010,1500,1,1,22,24,4,12,13.46
080103,0010,0,5/1/2012,914,1,1,19,3,1,0,18.92
080217,0010,1,8/6/2012,817,1,1,32,30,0,52,0.99
080241,0010,0,4/18/2010,1658,1,1,18,7,0,0,0.00
080271,0010,0,5/13/2011,1268,1,1,33,5,1,0,3.19
080347,0010,0,11/30/2011,1067,1,1,20,73,1,0,17.09
080478,0010,0,3/18/2013,593,1,1,23,6,0,5,70.57
080537,0010,0,4/27/2010,1649,1,3,37,7,1,0,66.42
080620,0010,0,10/5/2011,1123,1,1,32,3,5,10,68.01
080687,0010,0,2/7/2011,1363,1,2,22,28,1,18,111.14
080756,0010,1,2/18/2013,621,1,1,21,7,0,0,4.79
080920,0010,0,4/15/2011,1296,1,4,46,19,12,0,0.82
081172,0010,1,10/22/2010,1471,1,2,36,129,0,13,2.94
081485,0010,0,4/5/2010,1671,1,2,53,7,1,10,15.18
081495,0010,0,4/21/2011,1290,1,2,41,4,0,10,42.82
081537,0010,1,6/5/2011,1245,1,1,48,3,2,15,0.75
081564,0010,0,8/15/2012,808,1,3,20,5,0,0,2.39
081648,0010,0,4/10/2011,1301,1,1,26,14,0,15,84.39
081718,0010,0,5/13/2011,1268,1,4,44,3,1,0,14.99
081865,0010,0,12/1/2010,1431,1,2,23,41,0,0,58.28
081877,0010,0,8/21/2011,1168,1,3,55,23,1,2,36.95
082019,0010,0,6/17/2011,1233,1,4,56,7,11,0,104.35
082043,0010,0,6/3/2011,1247,1,3,41,15,1,0,101.17
082463,0010,0,4/18/2011,1293,1,1,53,6,5,0,47.39
082596,0010,0,2/13/2013,626,1,1,19,1,0,0,5.59
082697,0010,0,8/20/2011,1169,1,1,21,6,0,0,67.87
082733,0010,1,2/27/2011,1343,1,1,24,2,0,5,36.78
082778,0010,0,6/4/2011,1246,1,1,44,2,4,50,111.99
082843,0010,0,9/17/2012,775,1,1,19,10,0,0,8.93
083223,0010,1,2/18/2011,1352,1,2,45,26,2,5,53.78
083460,0010,1,3/8/2012,968,1,1,25,5,0,0,2.39
083585,0010,0,2/13/2012,992,1,3,26,29,1,15,106.31
083636,0010,1,9/16/2011,1142,1,2,24,28,0,0,2.94
083740,0010,0,5/5/2010,1641,1,1,19,23,0,0,10.25
083743,0010,0,10/14/2010,1479,1,1,22,16,1,45,38.51
083796,0010,0,3/21/2011,1321,1,1,52,102,3,189,217.01
083946,0010,0,6/1/2011,1249,1,4,41,61,0,0,103.57
083947,0010,0,3/13/2011,1329,1,1,50,52,0,63,53.05
084042,0010,0,4/8/2010,1668,1,3,38,131,0,0,174.32
084099,0010,0,3/11/2013,600,1,1,20,21,0,5,8.78
084965,0010,0,9/20/2011,1138,1,1,22,43,1,5,101.52
085110,0010,0,8/1/2011,1188,1,3,21,9,0,0,56.05
085493,0010,0,4/3/2013,577,1,1,20,21,0,25,47.97
085562,0010,0,4/28/2011,1283,1,1,54,40,0,54,15.97
085899,0010,1,1/18/2011,1383,1,1,24,76,1,5,8.60
085935,0010,0,10/3/2011,1125,1,2,19,128,3,6,20.52
085952,0010,1,3/13/2012,963,1,1,24,36,0,0,5.59
085954,0010,0,11/10/2011,1087,1,1,24,12,0,5,13.98
086241,0010,0,9/4/2011,1154,1,2,22,10,0,0,3.41
086267,0010,0,2/9/2012,996,1,1,22,13,0,0,0.00
086384,0010,0,3/26/2011,1316,1,1,23,19,0,0,14.79
086632,0010,0,2/8/2012,997,1,1,22,74,0,58,76.73
086670,0010,0,4/18/2011,1293,1,4,65,3,2,0,4.96
086789,0010,1,3/6/2013,605,1,1,26,5,0,12,0.00
086850,0010,0,1/9/2010,1757,1,1,19,13,2,2,50.02
086888,0010,0,4/3/2011,1308,1,1,23,19,0,0,4.79
086951,0010,0,8/16/2010,1538,1,1,19,12,0,0,0.76
086976,0010,0,6/15/2010,1600,1,4,49,0,234,0,209.59
087025,0010,0,3/16/2012,960,1,1,19,85,2,57,140.72
087092,0010,1,2/3/2012,1002,1,1,16,46,6,88,121.77
087157,0010,0,4/27/2011,1284,1,1,21,70,1,18,38.48
087332,0010,0,5/31/2012,884,1,2,41,37,3,13,49.22
087431,0010,0,2/5/2013,634,1,1,21,7,0,0,35.22
087486,0010,0,6/12/2010,1603,1,4,28,11,6,5,92.38
087685,0010,0,10/23/2010,1470,1,2,24,25,8,20,49.97
087873,0010,0,4/6/2010,1670,1,2,33,34,0,75,30.43
087876,0010,0,4/14/2010,1662,1,3,20,22,1,0,30.02
088243,0010,0,9/16/2010,1507,1,1,24,24,1,5,1.00
088312,0010,0,11/9/2010,1453,1,2,24,31,7,30,132.91
088441,0010,0,3/18/2012,958,1,1,20,0,5,0,8.99
088543,0010,0,10/28/2012,734,1,2,20,6,0,0,64.78
088658,0010,0,1/11/2011,1390,1,2,19,51,5,2,57.02
088791,0010,1,3/11/2011,1331,1,1,33,13,3,10,52.15
088993,0010,0,3/8/2012,968,1,1,24,28,0,5,64.01
089587,0010,0,9/8/2012,784,1,2,54,16,0,0,9.87
089633,0010,0,5/16/2011,1265,1,1,23,12,0,0,69.98
089748,0010,0,9/15/2010,1508,1,4,38,18,10,35,224.21
089865,0010,0,3/1/2013,610,1,3,50,14,0,0,132.71
089943,0010,0,11/5/2011,1092,1,1,22,35,2,30,103.24
089990,0010,0,10/5/2010,1488,1,1,38,21,0,10,0.00
090526,0010,0,10/3/2010,1490,1,4,21,72,0,0,189.92
090584,0010,0,5/9/2012,906,1,1,23,5,0,8,3.19
090585,0010,1,4/20/2010,1656,1,2,21,88,1,72,63.20
090622,0010,0,3/29/2011,1313,1,1,32,19,2,0,10.87
090738,0010,0,4/12/2010,1664,1,2,24,26,2,5,98.54
090901,0010,0,4/13/2010,1663,1,1,24,19,2,0,9.38
090963,0010,1,2/6/2012,999,1,1,23,9,0,0,2.39
091240,0010,0,3/28/2010,1679,1,2,48,83,41,345,26.30
091280,0010,0,5/27/2011,1254,1,4,34,26,2,0,54.99
091378,0010,0,1/26/2011,1375,1,2,20,2,1,0,58.77
091551,0010,0,11/3/2011,1094,1,2,24,29,0,0,110.26
091561,0010,0,4/19/2012,926,1,1,18,5,1,5,0.00
091600,0010,0,9/14/2012,778,1,1,21,31,2,2,30.80
091610,0010,0,5/15/2012,900,1,2,39,7,0,0,30.02
092237,0010,0,2/7/2012,998,1,1,22,4,1,0,5.59
092356,0010,0,2/13/2011,1357,1,2,24,8,1,5,7.46
092366,0010,0,6/19/2010,1596,1,3,56,9,3,8,72.95
092557,0010,0,10/1/2012,761,1,1,23,21,2,4,17.41
092720,0010,1,2/8/2013,631,1,1,41,16,0,8,3.49
092910,0010,0,7/11/2012,843,1,1,22,2,4,15,64.76
093138,0010,0,9/22/2011,1136,1,1,19,21,0,10,34.72
093280,0010,0,4/10/2010,1666,1,2,26,17,0,0,53.70
093604,0010,0,8/29/2010,1525,1,2,27,41,4,10,58.20
093610,0010,0,4/27/2010,1649,1,1,20,27,1,15,35.66
093759,0010,1,4/27/2010,1649,1,1,26,8,0,5,42.38
093885,0010,0,11/11/2010,1451,1,1,22,20,3,10,63.09
094106,0010,0,2/5/2012,1000,1,2,19,30,0,0,9.98
094233,0010,0,1/16/2011,1385,1,2,24,64,13,62,200.04
094280,0010,0,1/9/2011,1392,1,1,22,8,0,8,32.84
094337,0010,0,12/3/2010,1429,1,1,22,101,2,89,25.30
094524,0010,0,9/29/2012,763,1,2,28,33,0,4,119.01
094628,0010,0,4/26/2011,1285,1,1,25,10,1,0,0.96
094831,0010,0,12/19/2010,1413,1,2,22,24,0,10,38.74
095026,0010,0,2/16/2011,1354,1,2,31,12,1,5,77.57
095064,0010,0,11/30/2011,1067,1,1,20,17,1,0,11.16
095081,0010,0,9/29/2011,1129,1,1,20,4,0,0,2.39
095434,0010,0,10/6/2012,756,1,1,50,2,1,0,4.49
095538,0010,0,5/4/2010,1642,1,3,23,25,4,45,53.03
095799,0010,0,7/17/2011,1203,1,2,69,20,0,13,15.32
095806,0010,0,4/8/2011,1303,1,1,24,24,1,0,13.38
096014,0010,0,11/26/2010,1436,1,3,41,250,53,334,813.06
096039,0010,0,2/5/2012,1000,1,3,28,8,0,0,2.39
096243,0010,0,5/28/2011,1253,1,1,33,76,0,80,3.39
096253,0010,0,2/12/2011,1358,1,1,21,27,1,0,18.36
096473,0010,1,2/7/2011,1363,1,1,37,38,0,31,7.74
096593,0010,0,12/14/2011,1053,1,1,49,10,0,0,2.39
096632,0010,0,4/4/2010,1672,1,3,27,4,2,18,8.99
096770,0010,0,11/30/2010,1432,1,3,49,92,0,22,319.29
096795,0010,0,2/4/2013,635,1,1,20,15,0,0,46.03
097010,0010,0,12/31/2010,1401,1,1,26,35,6,45,61.26
097122,0010,1,10/27/2010,1466,1,2,43,13,0,10,0.00
097226,0010,0,4/14/2010,1662,1,1,25,37,1,28,74.98
097232,0010,1,4/27/2011,1284,1,4,51,10,3,0,134.21
097281,0010,0,4/3/2011,1308,1,4,30,0,2,5,55.17
097422,0010,0,11/18/2011,1079,1,1,23,19,0,0,44.78
097432,0010,1,6/27/2010,1588,1,2,32,117,0,1,25.96
097477,0010,0,2/28/2013,611,1,3,38,32,1,0,150.25
097524,0010,1,12/28/2012,673,1,1,22,10,0,5,10.42
097551,0010,0,1/12/2012,1024,1,1,23,18,0,5,7.98
097728,0010,0,9/20/2010,1503,1,2,22,2,0,0,8.50
097978,0010,0,3/6/2011,1336,1,1,22,102,5,42,117.71
098029,0010,0,3/24/2011,1318,1,1,24,21,0,5,15.37
098625,0010,0,12/13/2011,1054,1,1,21,26,1,2,71.15
098773,0010,0,10/27/2011,1101,1,1,20,4,0,0,6.08
098891,0010,0,2/14/2011,1356,1,4,59,12,0,0,97.72
099115,0010,1,5/4/2011,1277,1,1,22,11,0,8,15.57
099232,0010,0,9/17/2010,1506,1,1,25,3,1,8,14.37
099492,0010,0,3/20/2011,1322,1,1,24,12,0,8,2.86
099871,0010,0,3/29/2013,582,1,2,26,9,0,0,59.99
099874,0010,0,2/18/2013,621,1,1,22,9,0,0,57.96
099895,0010,0,5/1/2010,1645,1,4,27,10,9,0,59.37
100256,0010,0,8/31/2012,792,1,2,43,27,0,2,4.79
100864,0010,0,2/18/2013,621,1,1,21,17,2,0,29.02
100878,0010,0,1/16/2013,654,1,3,25,21,4,10,131.34
101004,0010,0,8/27/2011,1162,1,1,21,17,0,2,19.26
101061,0010,1,6/29/2011,1221,1,1,26,2,0,0,4.49
101092,0010,1,8/30/2011,1159,1,4,32,82,115,122,41.43
101214,0010,0,2/17/2011,1353,1,4,24,9,4,0,76.29
101477,0010,0,11/30/2012,701,1,2,26,12,0,5,103.06
101516,0010,1,6/27/2011,1223,1,1,27,6,1,0,30.91
101568,0010,0,7/27/2012,827,1,1,55,3,0,0,77.30
101691,0010,0,11/21/2010,1441,1,2,21,89,1,18,96.04
101696,0010,1,9/30/2010,1493,1,1,30,12,1,1,9.99
101817,0010,0,3/8/2011,1334,1,1,20,38,1,101,218.95
102063,0010,0,10/12/2011,1116,1,3,41,95,36,80,449.57
102220,0010,0,2/9/2011,1361,1,1,20,29,0,0,17.23
102231,0010,0,12/10/2012,691,1,1,22,35,0,0,92.36
102323,0010,0,4/13/2007,2759,1,1,23,19,0,0,7.28
102395,0010,0,3/19/2012,957,1,2,20,32,2,12,45.55
102423,0010,0,10/28/2011,1100,1,1,22,19,0,0,3.98
102577,0010,0,9/18/2011,1140,1,1,21,12,1,12,118.79
102644,0010,0,6/2/2011,1248,1,2,27,15,1,0,66.03
102755,0010,0,5/16/2010,1630,1,2,22,93,15,78,142.00
103295,0010,0,1/13/2012,1023,1,1,20,8,0,0,40.98
103396,0010,0,2/8/2011,1362,1,2,25,23,0,20,52.97
103521,0010,0,4/27/2013,553,1,4,37,0,6,0,27.99
104209,0010,0,9/12/2012,780,1,1,22,35,0,2,17.76
104691,0010,0,4/4/2010,1672,1,3,19,158,4,10,284.17
104700,0010,0,4/30/2010,1646,1,2,53,97,3,98,65.42
104755,0010,0,8/18/2012,805,1,1,23,17,0,0,54.78
104837,0010,0,8/29/2011,1160,1,1,23,84,3,18,60.50
104913,0010,0,9/22/2010,1501,1,1,25,38,1,5,20.46
104954,0010,0,9/8/2010,1515,1,2,22,35,0,20,115.20
105007,0010,0,5/19/2011,1262,1,1,20,24,2,0,22.66
105153,0010,0,5/25/2012,890,1,1,24,20,2,0,88.49
105251,0010,0,1/30/2011,1371,1,1,22,16,0,10,8.76
105279,0010,0,4/21/2010,1655,1,4,23,41,13,0,141.89
105318,0010,0,2/16/2012,989,1,4,37,17,0,0,167.46
105410,0010,0,4/21/2010,1655,1,2,30,19,0,0,23.99
105505,0010,0,2/8/2011,1362,1,2,24,78,12,18,153.61
105572,0010,0,2/7/2013,632,1,1,19,13,0,12,5.68
105851,0010,0,9/13/2011,1145,1,1,23,29,0,0,7.37
106028,0010,0,5/4/2010,1642,1,1,22,29,2,12,17.11
106242,0010,0,10/10/2012,752,1,1,24,8,3,0,72.56
106415,0010,0,4/26/2013,554,1,1,34,13,0,0,36.43
106633,0010,0,8/9/2011,1180,1,1,24,35,0,18,43.43
106650,0010,0,4/5/2012,940,1,1,64,13,0,12,42.58
106681,0010,0,9/26/2010,1497,1,2,23,30,2,0,7.46
106821,0010,0,4/16/2010,1660,1,1,25,33,6,50,60.52
000161,0001,0,7/21/2012,833,0,0,53,4,0,0,0.49
000704,0001,0,1/25/2013,645,0,0,29,3,0,0,1.04
001056,0001,0,3/19/2007,2784,0,0,34,2,1,10,2.72
001171,0001,0,2/10/2011,1360,0,0,19,21,1,0,2.86
001311,0001,0,5/24/2013,526,0,0,18,0,1,0,44.99
001359,0001,0,3/24/2013,587,0,0,25,0,1,0,3.49
001377,0001,0,4/17/2012,928,0,0,24,0,1,0,4.49
001405,0001,0,5/29/2012,886,0,0,35,0,1,0,7.98
001484,0001,0,11/9/2012,722,0,0,12,0,1,0,0.00
001486,0001,1,3/15/2011,1327,0,0,58,2,0,0,2.99
001670,0001,0,11/5/2011,1092,0,0,37,0,1,0,6.98
001697,0001,0,4/15/2012,930,0,0,35,1,2,0,0.00
002116,0001,0,12/13/2012,688,0,0,22,0,1,0,0.00
002617,0001,0,3/19/2011,1323,0,0,49,8,8,0,32.44
002928,0001,0,3/3/2007,2800,0,0,24,3,0,0,0.40
003018,0001,1,4/27/2013,553,0,0,32,0,1,0,44.99
003314,0001,0,4/5/2012,940,0,0,34,7,0,0,61.82
003327,0001,0,5/11/2009,2000,0,0,28,0,2,0,0.00
003405,0001,0,9/24/2011,1134,0,0,25,4,2,0,29.88
003417,0001,0,2/11/2012,994,0,0,32,0,1,15,7.19
004088,0001,0,3/18/2011,1324,0,0,20,1,2,0,10.04
005029,0001,0,9/30/2012,762,0,0,58,4,0,0,0.00
005098,0001,0,5/2/2013,548,0,0,52,14,0,0,130.23
005184,0001,0,9/10/2007,2609,0,0,25,6,1,1,4.54
005502,0001,0,4/2/2012,943,0,0,27,2,4,0,178.00
005534,0001,0,6/30/2011,1220,0,0,31,0,1,0,0.00
005601,0001,0,5/6/2011,1275,0,0,31,0,1,0,3.49
005894,0001,0,1/20/2012,1016,0,0,29,8,1,5,18.66
005920,0001,0,5/24/2012,891,0,0,23,1,0,15,8.99
006356,0001,0,7/17/2007,2664,0,0,29,3,0,0,0.00
006631,0001,0,12/10/2012,691,0,0,30,4,0,0,27.99
006664,0001,0,10/26/2011,1102,0,0,24,4,2,0,23.96
006898,0001,0,7/20/2011,1200,0,0,22,1,0,7,0.00
007157,0001,0,10/15/2011,1113,0,0,30,1,1,0,5.00
007376,0001,0,3/17/2012,959,0,0,52,0,3,0,13.98
007424,0001,0,8/20/2012,803,0,0,21,31,0,1,447.39
007451,0001,0,3/26/2011,1316,0,0,42,2,1,0,2.69
007468,0001,0,1/12/2008,2485,0,0,29,8,2,5,130.47
007471,0001,0,3/18/2012,958,0,0,45,0,1,0,6.99
008070,0001,1,6/2/2012,882,0,0,52,1,0,15,0.00
008207,0001,0,3/8/2012,968,0,0,25,0,2,5,13.98
008604,0001,0,11/10/2009,1817,0,0,23,4,1,0,34.79
008674,0001,0,5/3/2012,912,0,0,59,0,1,0,60.28
009123,0001,0,5/17/2011,1264,0,0,50,0,5,35,25.97
009348,0001,0,5/24/2012,891,0,0,31,0,1,0,5.94
009394,0001,1,10/2/2012,760,0,0,41,3,0,3,0.88
009492,0001,0,7/18/2003,4124,0,0,30,0,1,0,5.00
009519,0001,0,7/16/2009,1934,0,0,34,7,0,0,32.98
009565,0001,0,2/2/2013,637,0,0,42,0,4,0,134.97
009717,0001,0,5/4/2012,911,0,0,26,0,2,0,15.98
009873,0001,0,3/11/2008,2426,0,0,30,9,4,0,161.73
010034,0001,0,7/30/2012,824,0,0,26,1,0,0,0.00
010089,0001,0,5/15/2013,535,0,0,15,3,0,0,27.99
011120,0001,0,4/13/2013,567,0,0,39,5,0,0,6.54
011748,0001,0,3/29/2008,2408,0,0,37,0,1,0,0.00
012078,0001,0,1/2/2011,1399,0,0,34,3,1,10,16.75
012266,0001,0,5/13/2011,1268,0,0,27,0,2,0,6.99
012464,0001,0,6/26/2011,1224,0,0,56,0,1,0,6.98
012670,0001,0,3/18/2012,958,0,0,17,0,1,0,0.00
012918,0001,0,3/13/2013,598,0,0,26,0,1,0,46.98
013406,0001,0,3/21/2013,590,0,0,12,0,1,0,44.99
013730,0001,0,3/25/2012,951,0,0,25,0,1,0,4.49
013763,0001,0,7/1/2011,1219,0,0,16,6,3,0,18.72
013864,0001,0,10/1/2009,1857,0,0,53,3,1,25,6.38
014165,0001,1,7/20/2011,1200,0,0,36,4,0,4,1.41
014629,0001,0,3/25/2008,2412,0,0,22,14,0,0,62.71
015064,0001,1,3/3/2013,608,0,0,56,3,0,15,0.00
015786,0001,0,9/26/2011,1132,0,0,15,2,0,0,26.24
016090,0001,0,3/13/2007,2790,0,0,44,0,3,0,21.59
016130,0001,0,5/28/2013,522,0,0,57,2,0,0,19.57
016178,0001,0,4/25/2013,555,0,0,15,0,1,0,39.99
016209,0001,0,4/5/2010,1671,0,0,36,0,3,5,7.46
016412,0001,0,4/21/2005,3481,0,0,29,11,13,108,133.90
016554,0001,0,10/26/2011,1102,0,0,32,4,6,0,19.76
016779,0001,0,10/1/2011,1127,0,0,40,4,1,0,7.47
016839,0001,0,7/8/2012,846,0,0,39,0,1,0,0.00
017141,0001,0,2/24/2013,615,0,0,28,1,0,0,0.00
017163,0001,0,2/25/2011,1345,0,0,30,7,0,5,0.00
017375,0001,0,3/13/2011,1329,0,0,42,6,0,0,13.98
017378,0001,1,1/17/2012,1019,0,0,28,3,0,0,0.49
017421,0001,0,6/24/2011,1226,0,0,27,0,3,0,6.98
017639,0001,0,3/1/2012,975,0,0,27,2,0,0,0.49
018687,0001,0,3/28/2012,948,0,0,51,0,1,0,8.99
018873,0001,0,10/29/2011,1099,0,0,22,5,0,0,0.00
018953,0001,0,4/2/2007,2770,0,0,41,10,1,0,41.24
018995,0001,0,10/21/2012,741,0,0,34,2,0,0,11.03
019043,0001,1,1/27/2009,2104,0,0,39,3,0,0,0.47
019181,0001,0,2/23/2011,1347,0,0,32,4,0,0,6.41
019367,0001,0,2/10/2009,2090,0,0,24,0,3,0,17.99
019778,0001,0,2/22/2012,983,0,0,14,0,1,0,7.98
020013,0001,0,5/22/2012,893,0,0,41,0,1,0,4.49
020489,0001,0,4/8/2010,1668,0,0,18,0,1,0,29.99
020622,0001,0,7/13/2010,1572,0,0,26,1,0,1,0.00
020656,0001,0,9/28/2011,1130,0,0,49,2,0,0,0.00
020876,0001,0,11/2/2008,2190,0,0,18,1,1,0,89.39
020899,0001,0,9/13/2011,1145,0,0,21,1,0,0,0.47
021158,0001,0,3/24/2008,2413,0,0,30,1,0,0,13.41
021247,0001,0,5/7/2012,908,0,0,33,4,0,0,20.24
021452,0001,0,10/22/2009,1836,0,0,40,3,0,0,13.73
021568,0001,0,6/6/2012,878,0,0,53,0,1,0,6.98
022556,0001,0,12/3/2011,1064,0,0,16,1,1,0,4.49
022912,0001,0,9/29/2011,1129,0,0,34,2,3,0,15.07
022921,0001,0,4/2/2013,578,0,0,62,9,1,0,93.22
023027,0001,0,2/9/2012,996,0,0,28,3,2,0,101.75
023375,0001,0,2/6/2012,999,0,0,20,5,0,0,6.11
023680,0001,0,4/9/2011,1302,0,0,48,0,3,0,0.00
023952,0001,0,3/12/2011,1330,0,0,26,2,0,0,0.38
024028,0001,1,5/14/2011,1267,0,0,36,0,1,0,8.49
024153,0001,0,8/20/2009,1899,0,0,36,1,3,0,7.41
